ranking,date,drama_name,drama_intro,drama_score_imdb,drama_score_tomato,drama_country,drama_date,drama_sub1,drama_sub2,flag_original,drama_cast,drama_director,drama_key,drama_type,value,drama_name_zh,drama_sub1_zh,drama_sub2_zh,drama_country_zh
3,2020-06-26,Annabelle Comes Home,"Determined to keep Annabelle from wreaking more havoc, demonologists Ed and Lorraine Warren bring the possessed doll to the locked artifacts room in their home, placing her “safely” behind sacred glass and enlisting a priest’s holy blessing. But an unholy night of horror awaits as Annabelle awakens the evil spirits in the room, who all set their sights on a new target—the Warrens' ten-year-old daughter, Judy, and her friends.",60,65,USA,2019-06-26T00:00:00Z,Horror,Demons,FALSE,"Mckenna Grace, Madison Iseman, Katie Sarife, Patrick Wilson, Vera Farmiga, Emily Brobst, Steve Coulter",Gary Dauberman,256,movie,https://flixpatrol.com/title/annabelle-comes-home,安娜貝爾回家囉,恐怖,惡魔,美國
3,2020-06-27,"My Sister, My Love","It is a taboo story about love and incest between twins. Its not about sex, its about the feelings the two have for one another and how society views them.",NA,NA,Japan,2007-06-06T00:00:00Z,NA,NA,FALSE,"Jun Matsumoto, Nana Eikura, Yuta Hiraoka, Ayaka Komatsu, Yuko Asano",Hiroshi Ando,311,movie,https://flixpatrol.com/title/my-sister-my-love,我的妹妹，我的愛,NA,NA,日本
3,2020-06-28,Red,NA,62,NA,Japan,2020-02-21T00:00:00Z,NA,NA,FALSE,NA,NA,155,movie,https://flixpatrol.com/title/red-0,超危險特工,NA,NA,日本
3,2020-06-29,Red,NA,62,NA,Japan,2020-02-21T00:00:00Z,NA,NA,FALSE,NA,NA,155,movie,https://flixpatrol.com/title/red-0,超危險特工,NA,NA,日本
3,2020-06-30,"My Sister, My Love","It is a taboo story about love and incest between twins. Its not about sex, its about the feelings the two have for one another and how society views them.",NA,NA,Japan,2007-06-06T00:00:00Z,NA,NA,FALSE,"Jun Matsumoto, Nana Eikura, Yuta Hiraoka, Ayaka Komatsu, Yuko Asano",Hiroshi Ando,311,movie,https://flixpatrol.com/title/my-sister-my-love,我的妹妹，我的愛,NA,NA,日本
3,2020-07-01,Red,NA,62,NA,Japan,2020-02-21T00:00:00Z,NA,NA,FALSE,NA,NA,155,movie,https://flixpatrol.com/title/red-0,超危險特工,NA,NA,日本
3,2020-07-02,Destiny: The Tale of Kamakura,"Set in an alternate universe, the ancient capital of Kamakura is a vibrant town where fantastical creatures live alongside humans. Akiko is a cheerful publishing assistant who moves into town after marrying Masakazu, a popular mystery writer. Akiko is surprised by the unusual town but enjoys the new curiosities surrounding her. However, just as she was beginning to settle in, a trifling incident sweeps her spirit to the underworld too soon. Convinced that destiny has something else in store for his wife, Masakazu journeys into the underworld to bring back Akiko’s spirit.",NA,NA,Japan,2017-12-09T00:00:00Z,NA,NA,FALSE,"Masato Sakai, Mitsuki Takahata, Shinichi Tsutsumi, Sakura Ando, Min Tanaka, Tamao Nakamura, Mikako Ichikawa",Takashi Yamazaki,308,movie,https://flixpatrol.com/title/destiny-the-tale-of-kamakura,鎌倉物語,NA,NA,日本
3,2020-07-03,Destiny: The Tale of Kamakura,"Set in an alternate universe, the ancient capital of Kamakura is a vibrant town where fantastical creatures live alongside humans. Akiko is a cheerful publishing assistant who moves into town after marrying Masakazu, a popular mystery writer. Akiko is surprised by the unusual town but enjoys the new curiosities surrounding her. However, just as she was beginning to settle in, a trifling incident sweeps her spirit to the underworld too soon. Convinced that destiny has something else in store for his wife, Masakazu journeys into the underworld to bring back Akiko’s spirit.",NA,NA,Japan,2017-12-09T00:00:00Z,NA,NA,FALSE,"Masato Sakai, Mitsuki Takahata, Shinichi Tsutsumi, Sakura Ando, Min Tanaka, Tamao Nakamura, Mikako Ichikawa",Takashi Yamazaki,308,movie,https://flixpatrol.com/title/destiny-the-tale-of-kamakura,鎌倉物語,NA,NA,日本
3,2020-07-04,Destiny: The Tale of Kamakura,"Set in an alternate universe, the ancient capital of Kamakura is a vibrant town where fantastical creatures live alongside humans. Akiko is a cheerful publishing assistant who moves into town after marrying Masakazu, a popular mystery writer. Akiko is surprised by the unusual town but enjoys the new curiosities surrounding her. However, just as she was beginning to settle in, a trifling incident sweeps her spirit to the underworld too soon. Convinced that destiny has something else in store for his wife, Masakazu journeys into the underworld to bring back Akiko’s spirit.",NA,NA,Japan,2017-12-09T00:00:00Z,NA,NA,FALSE,"Masato Sakai, Mitsuki Takahata, Shinichi Tsutsumi, Sakura Ando, Min Tanaka, Tamao Nakamura, Mikako Ichikawa",Takashi Yamazaki,308,movie,https://flixpatrol.com/title/destiny-the-tale-of-kamakura,鎌倉物語,NA,NA,日本
3,2020-07-05,The Matrix,"Thomas A. Anderson is a man living two lives. By day he is an average computer programmer and by night a malevolent hacker known as Neo, who finds himself targeted by the police when he is contacted by Morpheus, a legendary computer hacker, who reveals the shocking truth about our reality.",87,87,USA,1999-03-30T00:00:00Z,Science Fiction,Cyberpunk,FALSE,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster, Joe Pantoliano, Marcus Chong","Lilly Wachowski, Lana Wachowski",199,movie,https://flixpatrol.com/title/the-matrix,黑客帝国,科幻小說,龐克,美國
3,2020-07-06,Safe House,"Denzel Washington plays the most dangerous renegade from the CIA, who comes back onto the grid after a decade on the run. When the South African safe house hes remanded to is attacked by mercenaries, a rookie operative (Ryan Reynolds) escapes with him. Now, the unlikely allies must stay alive long enough to uncover who wants them dead.",68,53,USA,2012-02-10T00:00:00Z,Thriller,Spies,FALSE,"Denzel Washington, Ryan Reynolds, Joel Kinnaman, Brendan Gleeson, Sam Shepard, Nora Arnezeder, Fares Fares",Daniel Espinosa,107,movie,https://flixpatrol.com/title/safe-house,狡兔計畫,驚悚,間諜,美國
3,2020-07-07,Gangoose,"Saike, Kazuki, and Takeo were abused by their respective parents and did not go to school. They stayed together at a youth detention center. To survive, these three young men commit robbery and burglary against criminal groups. (AsianWiki)",NA,NA,Japan,2018-11-23T00:00:00Z,NA,NA,FALSE,"Mahiro Takasugi, Ryo Kato, Daichi Watanabe, Kento Hayshi, Aoi Ito, Maika Yamamoto, Nobuaki Kaneko",Yu Irie,241,movie,https://flixpatrol.com/title/gangoose,劍心．回憶,NA,NA,日本
3,2020-07-08,Slender Man,"Slender Man tells the story of a tall, thin horrifying figure with unnaturally long arms and a featureless face, who is reputed to be responsible for the haunting and disappearance of countless children and teens.",29,6,USA,2018-08-22T00:00:00Z,Horror,Demons,FALSE,"Joey King, Javier Botet, Julia Goldani Telles, Jaz Sinclair, Kevin Chapman, Annalise Basso, Talitha Bateman",Sylvain White,206,movie,https://flixpatrol.com/title/slender-man,瘦長人,恐怖,惡魔,美國
3,2020-07-09,Slender Man,"Slender Man tells the story of a tall, thin horrifying figure with unnaturally long arms and a featureless face, who is reputed to be responsible for the haunting and disappearance of countless children and teens.",29,6,USA,2018-08-22T00:00:00Z,Horror,Demons,FALSE,"Joey King, Javier Botet, Julia Goldani Telles, Jaz Sinclair, Kevin Chapman, Annalise Basso, Talitha Bateman",Sylvain White,206,movie,https://flixpatrol.com/title/slender-man,瘦長人,恐怖,惡魔,美國
3,2020-07-10,Shoplifters,"After one of their shoplifting sessions, Osamu and his son come across a little girl in the freezing cold. At first reluctant to shelter the girl, Osamu’s wife agrees to take care of her after learning of the hardships she faces. Although the family is poor, barely making enough money to survive through petty crime, they seem to live happily together until an unforeseen incident reveals hidden secrets, testing the bonds that unite them…",81,NA,Japan,2018-06-08T00:00:00Z,Drama,Psychological,FALSE,"Lily Franky, Sakura Ando, Jyo Kairi, Mayu Matsuoka, Kengo Kora, Sosuke Ikematsu, Chizuru Ikewaki",Hirokazu Koreeda,228,movie,https://flixpatrol.com/title/shoplifters,扒手,戲劇,心理,日本
